격자ID,중심위도,중심경도,한변_m,세대수,직장인구
G375823_1268848,37.582314,126.884766,100,4,129
G375832_1268848,37.583219,126.884766,100,5,48
G375841_1268848,37.584123,126.884766,100,6,69
G375850_1268848,37.585028,126.884766,100,5,73
G375859_1268848,37.585933,126.884766,100,4,87
G375733_1268859,37.573267,126.885899,100,6,68
G375742_1268859,37.574172,126.885899,100,3,43
G375751_1268859,37.575077,126.885899,100,4,109
G375760_1268859,37.575981,126.885899,100,8,53
G375769_1268859,37.576886,126.885899,100,7,141
G375778_1268859,37.577791,126.885899,100,10,120
G375787_1268859,37.578695,126.885899,100,11,159
G375796_1268859,37.5796,126.885899,100,11,69
G375805_1268859,37.580505,126.885899,100,6,64
G375814_1268859,37.581409,126.885899,100,8,115
G375823_1268859,37.582314,126.885899,100,10,140
G375832_1268859,37.583219,126.885899,100,5,61
G375841_1268859,37.584123,126.885899,100,7,83
G375850_1268859,37.585028,126.885899,100,4,91
G375859_1268859,37.585933,126.885899,100,2,91
G375733_1268870,37.573267,126.887033,100,5,35
G375742_1268870,37.574172,126.887033,100,4,74
G375751_1268870,37.575077,126.887033,100,6,109
G375760_1268870,37.575981,126.887033,100,8,62
G375769_1268870,37.576886,126.887033,100,11,90
G375778_1268870,37.577791,126.887033,100,13,174
G375787_1268870,37.578695,126.887033,100,14,180
G375796_1268870,37.5796,126.887033,100,8,117
G375805_1268870,37.580505,126.887033,100,13,91
G375814_1268870,37.581409,126.887033,100,6,126
G375823_1268870,37.582314,126.887033,100,8,104
G375832_1268870,37.583219,126.887033,100,4,77
G375841_1268870,37.584123,126.887033,100,5,47
G375850_1268870,37.585028,126.887033,100,3,70
G375859_1268870,37.585933,126.887033,100,4,40
G375733_1268882,37.573267,126.888166,100,6,41
G375742_1268882,37.574172,126.888166,100,3,115
G375751_1268882,37.575077,126.888166,100,9,125
G375760_1268882,37.575981,126.888166,100,7,129
G375769_1268882,37.576886,126.888166,100,5,146
G375778_1268882,37.577791,126.888166,100,9,96
G375787_1268882,37.578695,126.888166,100,13,100
G375796_1268882,37.5796,126.888166,100,17,104
G375805_1268882,37.580505,126.888166,100,10,191
G375814_1268882,37.581409,126.888166,100,10,210
G375823_1268882,37.582314,126.888166,100,10,177
G375832_1268882,37.583219,126.888166,100,6,145
G375841_1268882,37.584123,126.888166,100,6,116
G375850_1268882,37.585028,126.888166,100,5,49
G375859_1268882,37.585933,126.888166,100,6,39
G375733_1268893,37.573267,126.8893,100,3,83
G375742_1268893,37.574172,126.8893,100,5,39
G375751_1268893,37.575077,126.8893,100,7,69
G375760_1268893,37.575981,126.8893,100,5,65
G375769_1268893,37.576886,126.8893,100,12,196
G375778_1268893,37.577791,126.8893,100,10,224
G375787_1268893,37.578695,126.8893,100,9,216
G375796_1268893,37.5796,126.8893,100,11,326
G375805_1268893,37.580505,126.8893,100,9,186
G375814_1268893,37.581409,126.8893,100,8,213
G375823_1268893,37.582314,126.8893,100,5,186
G375832_1268893,37.583219,126.8893,100,5,171
G375841_1268893,37.584123,126.8893,100,5,73
G375850_1268893,37.585028,126.8893,100,3,69
G375859_1268893,37.585933,126.8893,100,4,58
G375733_1268904,37.573267,126.890434,100,4,95
G375742_1268904,37.574172,126.890434,100,6,41
G375751_1268904,37.575077,126.890434,100,7,140
G375760_1268904,37.575981,126.890434,100,6,148
G375769_1268904,37.576886,126.890434,100,6,136
G375778_1268904,37.577791,126.890434,100,14,168
G375787_1268904,37.578695,126.890434,100,7,140
G375796_1268904,37.5796,126.890434,100,13,146
G375805_1268904,37.580505,126.890434,100,7,143
G375814_1268904,37.581409,126.890434,100,12,228
G375823_1268904,37.582314,126.890434,100,11,74
G375832_1268904,37.583219,126.890434,100,5,135
G375841_1268904,37.584123,126.890434,100,7,46
G375850_1268904,37.585028,126.890434,100,6,72
G375859_1268904,37.585933,126.890434,100,3,66
G375733_1268916,37.573267,126.891567,100,3,51
G375742_1268916,37.574172,126.891567,100,4,63
G375751_1268916,37.575077,126.891567,100,6,71
G375760_1268916,37.575981,126.891567,100,4,125
G375769_1268916,37.576886,126.891567,100,7,131
G375778_1268916,37.577791,126.891567,100,12,205
G375787_1268916,37.578695,126.891567,100,14,220
G375796_1268916,37.5796,126.891567,100,13,188
G375805_1268916,37.580505,126.891567,100,13,217
G375814_1268916,37.581409,126.891567,100,9,143
G375823_1268916,37.582314,126.891567,100,7,122
G375832_1268916,37.583219,126.891567,100,5,65
G375841_1268916,37.584123,126.891567,100,6,45
G375850_1268916,37.585028,126.891567,100,3,114
G375859_1268916,37.585933,126.891567,100,5,71
G375733_1268927,37.573267,126.892701,100,2,85
G375742_1268927,37.574172,126.892701,100,5,39
G375751_1268927,37.575077,126.892701,100,5,87
G375760_1268927,37.575981,126.892701,100,4,47
G375769_1268927,37.576886,126.892701,100,5,144
G375778_1268927,37.577791,126.892701,100,7,141
G375787_1268927,37.578695,126.892701,100,9,195
G375796_1268927,37.5796,126.892701,100,12,170
G375805_1268927,37.580505,126.892701,100,10,102
G375814_1268927,37.581409,126.892701,100,5,89
G375823_1268927,37.582314,126.892701,100,9,80
G375832_1268927,37.583219,126.892701,100,8,54
G375841_1268927,37.584123,126.892701,100,7,64
G375850_1268927,37.585028,126.892701,100,4,74
G375859_1268927,37.585933,126.892701,100,4,73
G375733_1268938,37.573267,126.893834,100,4,55
G375742_1268938,37.574172,126.893834,100,3,58
G375751_1268938,37.575077,126.893834,100,3,41
G375760_1268938,37.575981,126.893834,100,7,85
G375769_1268938,37.576886,126.893834,100,6,143
G375778_1268938,37.577791,126.893834,100,4,77
G375787_1268938,37.578695,126.893834,100,9,164
G375796_1268938,37.5796,126.893834,100,7,68
G375805_1268938,37.580505,126.893834,100,8,147
G375814_1268938,37.581409,126.893834,100,8,116
G375823_1268938,37.582314,126.893834,100,6,64
G375832_1268938,37.583219,126.893834,100,4,56
G375841_1268938,37.584123,126.893834,100,5,36
G375850_1268938,37.585028,126.893834,100,6,82
G375859_1268938,37.585933,126.893834,100,3,86
G375733_1268950,37.573267,126.894968,100,3,33
G375742_1268950,37.574172,126.894968,100,4,73
G375751_1268950,37.575077,126.894968,100,6,41
G375760_1268950,37.575981,126.894968,100,7,52
G375769_1268950,37.576886,126.894968,100,4,94
G375778_1268950,37.577791,126.894968,100,6,103
G375787_1268950,37.578695,126.894968,100,3,86
G375796_1268950,37.5796,126.894968,100,8,59
G375805_1268950,37.580505,126.894968,100,8,101
G375814_1268950,37.581409,126.894968,100,4,115
G375823_1268950,37.582314,126.894968,100,3,65
G375832_1268950,37.583219,126.894968,100,7,107
G375841_1268950,37.584123,126.894968,100,4,50
G375850_1268950,37.585028,126.894968,100,3,53
G375859_1268950,37.585933,126.894968,100,4,27
G375733_1268961,37.573267,126.896101,100,4,54
G375742_1268961,37.574172,126.896101,100,4,62
G375751_1268961,37.575077,126.896101,100,5,73
G375760_1268961,37.575981,126.896101,100,5,49
G375769_1268961,37.576886,126.896101,100,6,68
G375778_1268961,37.577791,126.896101,100,4,101
G375787_1268961,37.578695,126.896101,100,6,64
G375796_1268961,37.5796,126.896101,100,6,123
G375805_1268961,37.580505,126.896101,100,7,38
G375814_1268961,37.581409,126.896101,100,5,46
G375823_1268961,37.582314,126.896101,100,7,70
G375832_1268961,37.583219,126.896101,100,6,37
G375841_1268961,37.584123,126.896101,100,3,48
G375850_1268961,37.585028,126.896101,100,5,69
G375859_1268961,37.585933,126.896101,100,4,68
G375733_1268972,37.573267,126.897235,100,2,28
G375742_1268972,37.574172,126.897235,100,2,62
G375751_1268972,37.575077,126.897235,100,3,53
G375760_1268972,37.575981,126.897235,100,2,38
G375769_1268972,37.576886,126.897235,100,2,69
G375778_1268972,37.577791,126.897235,100,6,92
G375787_1268972,37.578695,126.897235,100,4,88
G375796_1268972,37.5796,126.897235,100,4,38
G375805_1268972,37.580505,126.897235,100,3,44
G375814_1268972,37.581409,126.897235,100,5,87
G375823_1268972,37.582314,126.897235,100,4,70
G375832_1268972,37.583219,126.897235,100,3,69
G375841_1268972,37.584123,126.897235,100,2,26
G375850_1268972,37.585028,126.897235,100,4,32
G375859_1268972,37.585933,126.897235,100,2,55
G375153_1269164,37.515267,126.916372,100,4,40
G375162_1269164,37.516172,126.916372,100,2,24
G375171_1269164,37.517077,126.916372,100,2,77
G375180_1269164,37.517981,126.916372,100,5,56
G375189_1269164,37.518886,126.916372,100,3,32
G375198_1269164,37.519791,126.916372,100,5,74
G375207_1269164,37.520695,126.916372,100,6,34
G375216_1269164,37.5216,126.916372,100,3,71
G375225_1269164,37.522505,126.916372,100,3,42
G375234_1269164,37.523409,126.916372,100,4,37
G375243_1269164,37.524314,126.916372,100,3,67
G375252_1269164,37.525219,126.916372,100,5,44
G375261_1269164,37.526123,126.916372,100,3,38
G375270_1269164,37.527028,126.916372,100,4,45
G375279_1269164,37.527933,126.916372,100,2,25
G375153_1269175,37.515267,126.917504,100,4,46
G375162_1269175,37.516172,126.917504,100,3,75
G375171_1269175,37.517077,126.917504,100,5,55
G375180_1269175,37.517981,126.917504,100,5,92
G375189_1269175,37.518886,126.917504,100,6,92
G375198_1269175,37.519791,126.917504,100,7,47
G375207_1269175,37.520695,126.917504,100,7,54
G375216_1269175,37.5216,126.917504,100,6,87
G375225_1269175,37.522505,126.917504,100,4,63
G375234_1269175,37.523409,126.917504,100,6,74
G375243_1269175,37.524314,126.917504,100,5,41
G375252_1269175,37.525219,126.917504,100,2,38
G375261_1269175,37.526123,126.917504,100,3,29
G375270_1269175,37.527028,126.917504,100,2,71
G375279_1269175,37.527933,126.917504,100,4,24
G375153_1269186,37.515267,126.918637,100,4,35
G375162_1269186,37.516172,126.918637,100,3,85
G375171_1269186,37.517077,126.918637,100,5,48
G375180_1269186,37.517981,126.918637,100,4,91
G375189_1269186,37.518886,126.918637,100,5,56
G375198_1269186,37.519791,126.918637,100,7,66
G375207_1269186,37.520695,126.918637,100,4,79
G375216_1269186,37.5216,126.918637,100,8,124
G375225_1269186,37.522505,126.918637,100,4,47
G375234_1269186,37.523409,126.918637,100,5,131
G375243_1269186,37.524314,126.918637,100,6,103
G375252_1269186,37.525219,126.918637,100,4,109
G375261_1269186,37.526123,126.918637,100,3,64
G375270_1269186,37.527028,126.918637,100,4,36
G375279_1269186,37.527933,126.918637,100,4,47
G375153_1269198,37.515267,126.91977,100,3,84
G375162_1269198,37.516172,126.91977,100,3,52
G375171_1269198,37.517077,126.91977,100,5,92
G375180_1269198,37.517981,126.91977,100,5,51
G375189_1269198,37.518886,126.91977,100,4,83
G375198_1269198,37.519791,126.91977,100,6,59
G375207_1269198,37.520695,126.91977,100,4,126
G375216_1269198,37.5216,126.91977,100,6,130
G375225_1269198,37.522505,126.91977,100,5,66
G375234_1269198,37.523409,126.91977,100,9,86
G375243_1269198,37.524314,126.91977,100,8,113
G375252_1269198,37.525219,126.91977,100,3,131
G375261_1269198,37.526123,126.91977,100,3,111
G375270_1269198,37.527028,126.91977,100,4,48
G375279_1269198,37.527933,126.91977,100,3,41
G375153_1269209,37.515267,126.920902,100,4,56
G375162_1269209,37.516172,126.920902,100,5,76
G375171_1269209,37.517077,126.920902,100,5,118
G375180_1269209,37.517981,126.920902,100,9,136
G375189_1269209,37.518886,126.920902,100,10,54
G375198_1269209,37.519791,126.920902,100,9,73
G375207_1269209,37.520695,126.920902,100,10,171
G375216_1269209,37.5216,126.920902,100,6,199
G375225_1269209,37.522505,126.920902,100,7,185
G375234_1269209,37.523409,126.920902,100,9,153
G375243_1269209,37.524314,126.920902,100,8,75
G375252_1269209,37.525219,126.920902,100,4,132
G375261_1269209,37.526123,126.920902,100,6,51
G375270_1269209,37.527028,126.920902,100,6,90
G375279_1269209,37.527933,126.920902,100,3,48
G375153_1269220,37.515267,126.922035,100,6,47
G375162_1269220,37.516172,126.922035,100,3,45
G375171_1269220,37.517077,126.922035,100,6,75
G375180_1269220,37.517981,126.922035,100,6,68
G375189_1269220,37.518886,126.922035,100,5,141
G375198_1269220,37.519791,126.922035,100,8,158
G375207_1269220,37.520695,126.922035,100,8,126
G375216_1269220,37.5216,126.922035,100,14,190
G375225_1269220,37.522505,126.922035,100,7,161
G375234_1269220,37.523409,126.922035,100,10,122
G375243_1269220,37.524314,126.922035,100,6,109
G375252_1269220,37.525219,126.922035,100,4,122
G375261_1269220,37.526123,126.922035,100,4,77
G375270_1269220,37.527028,126.922035,100,4,62
G375279_1269220,37.527933,126.922035,100,4,91
G375153_1269232,37.515267,126.923167,100,3,71
G375162_1269232,37.516172,126.923167,100,6,46
G375171_1269232,37.517077,126.923167,100,8,46
G375180_1269232,37.517981,126.923167,100,7,57
G375189_1269232,37.518886,126.923167,100,6,163
G375198_1269232,37.519791,126.923167,100,10,127
G375207_1269232,37.520695,126.923167,100,16,131
G375216_1269232,37.5216,126.923167,100,9,230
G375225_1269232,37.522505,126.923167,100,14,87
G375234_1269232,37.523409,126.923167,100,9,118
G375243_1269232,37.524314,126.923167,100,8,186
G375252_1269232,37.525219,126.923167,100,4,82
G375261_1269232,37.526123,126.923167,100,4,100
G375270_1269232,37.527028,126.923167,100,5,112
G375279_1269232,37.527933,126.923167,100,6,74
G375153_1269243,37.515267,126.9243,100,5,104
G375162_1269243,37.516172,126.9243,100,6,75
G375171_1269243,37.517077,126.9243,100,9,50
G375180_1269243,37.517981,126.9243,100,7,119
G375189_1269243,37.518886,126.9243,100,9,99
G375198_1269243,37.519791,126.9243,100,6,79
G375207_1269243,37.520695,126.9243,100,13,262
G375216_1269243,37.5216,126.9243,100,20,328
G375225_1269243,37.522505,126.9243,100,14,201
G375234_1269243,37.523409,126.9243,100,9,139
G375243_1269243,37.524314,126.9243,100,12,162
G375252_1269243,37.525219,126.9243,100,8,129
G375261_1269243,37.526123,126.9243,100,7,54
G375270_1269243,37.527028,126.9243,100,4,62
G375279_1269243,37.527933,126.9243,100,6,49
G375153_1269254,37.515267,126.925433,100,3,36
G375162_1269254,37.516172,126.925433,100,5,61
G375171_1269254,37.517077,126.925433,100,4,99
G375180_1269254,37.517981,126.925433,100,4,137
G375189_1269254,37.518886,126.925433,100,11,136
G375198_1269254,37.519791,126.925433,100,13,122
G375207_1269254,37.520695,126.925433,100,7,199
G375216_1269254,37.5216,126.925433,100,11,180
G375225_1269254,37.522505,126.925433,100,11,96
G375234_1269254,37.523409,126.925433,100,6,199
G375243_1269254,37.524314,126.925433,100,9,62
G375252_1269254,37.525219,126.925433,100,5,62
G375261_1269254,37.526123,126.925433,100,7,118
G375270_1269254,37.527028,126.925433,100,3,88
G375279_1269254,37.527933,126.925433,100,5,82
G375153_1269266,37.515267,126.926565,100,4,81
G375162_1269266,37.516172,126.926565,100,4,104
G375171_1269266,37.517077,126.926565,100,7,92
G375180_1269266,37.517981,126.926565,100,4,68
G375189_1269266,37.518886,126.926565,100,11,65
G375198_1269266,37.519791,126.926565,100,7,101
G375207_1269266,37.520695,126.926565,100,10,79
G375216_1269266,37.5216,126.926565,100,14,120
G375225_1269266,37.522505,126.926565,100,14,104
G375234_1269266,37.523409,126.926565,100,11,101
G375243_1269266,37.524314,126.926565,100,5,138
G375252_1269266,37.525219,126.926565,100,7,63
G375261_1269266,37.526123,126.926565,100,5,62
G375270_1269266,37.527028,126.926565,100,6,37
G375279_1269266,37.527933,126.926565,100,5,36
G375153_1269277,37.515267,126.927698,100,6,89
G375162_1269277,37.516172,126.927698,100,5,93
G375171_1269277,37.517077,126.927698,100,8,77
G375180_1269277,37.517981,126.927698,100,9,113
G375189_1269277,37.518886,126.927698,100,4,111
G375198_1269277,37.519791,126.927698,100,7,96
G375207_1269277,37.520695,126.927698,100,7,80
G375216_1269277,37.5216,126.927698,100,12,151
G375225_1269277,37.522505,126.927698,100,11,145
G375234_1269277,37.523409,126.927698,100,10,136
G375243_1269277,37.524314,126.927698,100,10,72
G375252_1269277,37.525219,126.927698,100,4,118
G375261_1269277,37.526123,126.927698,100,4,84
G375270_1269277,37.527028,126.927698,100,6,97
G375279_1269277,37.527933,126.927698,100,4,58
G375153_1269288,37.515267,126.92883,100,4,37
G375162_1269288,37.516172,126.92883,100,4,55
G375171_1269288,37.517077,126.92883,100,7,62
G375180_1269288,37.517981,126.92883,100,7,48
G375189_1269288,37.518886,126.92883,100,7,87
G375198_1269288,37.519791,126.92883,100,4,156
G375207_1269288,37.520695,126.92883,100,4,75
G375216_1269288,37.5216,126.92883,100,10,122
G375225_1269288,37.522505,126.92883,100,9,143
G375234_1269288,37.523409,126.92883,100,6,109
G375243_1269288,37.524314,126.92883,100,9,80
G375252_1269288,37.525219,126.92883,100,6,55
G375261_1269288,37.526123,126.92883,100,5,77
G375270_1269288,37.527028,126.92883,100,4,96
G375279_1269288,37.527933,126.92883,100,2,68
G375153_1269300,37.515267,126.929963,100,3,77
G375162_1269300,37.516172,126.929963,100,3,56
G375171_1269300,37.517077,126.929963,100,3,38
G375180_1269300,37.517981,126.929963,100,7,41
G375189_1269300,37.518886,126.929963,100,6,47
G375198_1269300,37.519791,126.929963,100,5,89
G375207_1269300,37.520695,126.929963,100,7,120
G375216_1269300,37.5216,126.929963,100,8,98
G375225_1269300,37.522505,126.929963,100,8,74
G375234_1269300,37.523409,126.929963,100,5,110
G375243_1269300,37.524314,126.929963,100,5,127
G375252_1269300,37.525219,126.929963,100,3,98
G375261_1269300,37.526123,126.929963,100,5,93
G375270_1269300,37.527028,126.929963,100,5,36
G375279_1269300,37.527933,126.929963,100,3,59
G375153_1269311,37.515267,126.931096,100,4,33
G375162_1269311,37.516172,126.931096,100,3,64
G375171_1269311,37.517077,126.931096,100,5,87
G375180_1269311,37.517981,126.931096,100,5,64
G375189_1269311,37.518886,126.931096,100,7,88
G375198_1269311,37.519791,126.931096,100,7,41
G375207_1269311,37.520695,126.931096,100,5,103
G375216_1269311,37.5216,126.931096,100,4,107
G375225_1269311,37.522505,126.931096,100,4,55
G375234_1269311,37.523409,126.931096,100,3,84
G375243_1269311,37.524314,126.931096,100,5,98
G375252_1269311,37.525219,126.931096,100,5,70
G375261_1269311,37.526123,126.931096,100,3,66
G375270_1269311,37.527028,126.931096,100,3,61
G375279_1269311,37.527933,126.931096,100,4,68
G375153_1269322,37.515267,126.932228,100,3,62
G375162_1269322,37.516172,126.932228,100,4,50
G375171_1269322,37.517077,126.932228,100,5,31
G375180_1269322,37.517981,126.932228,100,3,82
G375189_1269322,37.518886,126.932228,100,5,93
G375198_1269322,37.519791,126.932228,100,4,94
G375207_1269322,37.520695,126.932228,100,6,62
G375216_1269322,37.5216,126.932228,100,6,45
G375225_1269322,37.522505,126.932228,100,3,49
G375234_1269322,37.523409,126.932228,100,2,52
G375243_1269322,37.524314,126.932228,100,4,85
G375252_1269322,37.525219,126.932228,100,3,55
G375261_1269322,37.526123,126.932228,100,2,34
G375270_1269322,37.527028,126.932228,100,3,41
G375279_1269322,37.527933,126.932228,100,3,62
G375641_1269838,37.564067,126.983766,100,4,15
G375650_1269838,37.564972,126.983766,100,7,10
G375659_1269838,37.565877,126.983766,100,8,27
G375668_1269838,37.566781,126.983766,100,8,26
G375677_1269838,37.567686,126.983766,100,6,25
G375686_1269838,37.568591,126.983766,100,11,39
G375695_1269838,37.569495,126.983766,100,13,33
G375704_1269838,37.5704,126.983766,100,7,39
G375713_1269838,37.571305,126.983766,100,12,45
G375722_1269838,37.572209,126.983766,100,10,15
G375731_1269838,37.573114,126.983766,100,6,18
G375740_1269838,37.574019,126.983766,100,9,28
G375749_1269838,37.574923,126.983766,100,11,15
G375758_1269838,37.575828,126.983766,100,7,22
G375767_1269838,37.576733,126.983766,100,4,10
G375641_1269849,37.564067,126.9849,100,6,30
G375650_1269849,37.564972,126.9849,100,6,19
G375659_1269849,37.565877,126.9849,100,11,40
G375668_1269849,37.566781,126.9849,100,13,39
G375677_1269849,37.567686,126.9849,100,12,22
G375686_1269849,37.568591,126.9849,100,14,36
G375695_1269849,37.569495,126.9849,100,7,48
G375704_1269849,37.5704,126.9849,100,8,40
G375713_1269849,37.571305,126.9849,100,11,46
G375722_1269849,37.572209,126.9849,100,8,29
G375731_1269849,37.573114,126.9849,100,7,32
G375740_1269849,37.574019,126.9849,100,13,24
G375749_1269849,37.574923,126.9849,100,11,20
G375758_1269849,37.575828,126.9849,100,5,23
G375767_1269849,37.576733,126.9849,100,5,15
G375641_1269860,37.564067,126.986033,100,10,27
G375650_1269860,37.564972,126.986033,100,5,26
G375659_1269860,37.565877,126.986033,100,6,18
G375668_1269860,37.566781,126.986033,100,7,37
G375677_1269860,37.567686,126.986033,100,9,56
G375686_1269860,37.568591,126.986033,100,17,47
G375695_1269860,37.569495,126.986033,100,13,38
G375704_1269860,37.5704,126.986033,100,15,29
G375713_1269860,37.571305,126.986033,100,11,27
G375722_1269860,37.572209,126.986033,100,16,60
G375731_1269860,37.573114,126.986033,100,11,54
G375740_1269860,37.574019,126.986033,100,11,50
G375749_1269860,37.574923,126.986033,100,10,41
G375758_1269860,37.575828,126.986033,100,7,27
G375767_1269860,37.576733,126.986033,100,8,11
G375641_1269872,37.564067,126.987167,100,11,16
G375650_1269872,37.564972,126.987167,100,9,35
G375659_1269872,37.565877,126.987167,100,6,45
G375668_1269872,37.566781,126.987167,100,16,55
G375677_1269872,37.567686,126.987167,100,9,39
G375686_1269872,37.568591,126.987167,100,19,46
G375695_1269872,37.569495,126.987167,100,11,66
G375704_1269872,37.5704,126.987167,100,13,29
G375713_1269872,37.571305,126.987167,100,15,30
G375722_1269872,37.572209,126.987167,100,14,42
G375731_1269872,37.573114,126.987167,100,12,35
G375740_1269872,37.574019,126.987167,100,7,33
G375749_1269872,37.574923,126.987167,100,7,28
G375758_1269872,37.575828,126.987167,100,12,40
G375767_1269872,37.576733,126.987167,100,11,27
G375641_1269883,37.564067,126.9883,100,5,29
G375650_1269883,37.564972,126.9883,100,6,18
G375659_1269883,37.565877,126.9883,100,7,20
G375668_1269883,37.566781,126.9883,100,12,53
G375677_1269883,37.567686,126.9883,100,11,35
G375686_1269883,37.568591,126.9883,100,23,27
G375695_1269883,37.569495,126.9883,100,17,84
G375704_1269883,37.5704,126.9883,100,20,87
G375713_1269883,37.571305,126.9883,100,17,74
G375722_1269883,37.572209,126.9883,100,23,80
G375731_1269883,37.573114,126.9883,100,11,53
G375740_1269883,37.574019,126.9883,100,17,66
G375749_1269883,37.574923,126.9883,100,7,34
G375758_1269883,37.575828,126.9883,100,8,33
G375767_1269883,37.576733,126.9883,100,11,39
G375641_1269894,37.564067,126.989433,100,12,33
G375650_1269894,37.564972,126.989433,100,13,23
G375659_1269894,37.565877,126.989433,100,14,42
G375668_1269894,37.566781,126.989433,100,19,47
G375677_1269894,37.567686,126.989433,100,20,50
G375686_1269894,37.568591,126.989433,100,19,54
G375695_1269894,37.569495,126.989433,100,23,101
G375704_1269894,37.5704,126.989433,100,24,51
G375713_1269894,37.571305,126.989433,100,25,54
G375722_1269894,37.572209,126.989433,100,27,75
G375731_1269894,37.573114,126.989433,100,21,40
G375740_1269894,37.574019,126.989433,100,13,30
G375749_1269894,37.574923,126.989433,100,14,60
G375758_1269894,37.575828,126.989433,100,8,42
G375767_1269894,37.576733,126.989433,100,10,42
G375641_1269906,37.564067,126.990567,100,13,43
G375650_1269906,37.564972,126.990567,100,7,53
G375659_1269906,37.565877,126.990567,100,13,64
G375668_1269906,37.566781,126.990567,100,13,62
G375677_1269906,37.567686,126.990567,100,17,45
G375686_1269906,37.568591,126.990567,100,22,74
G375695_1269906,37.569495,126.990567,100,22,104
G375704_1269906,37.5704,126.990567,100,33,84
G375713_1269906,37.571305,126.990567,100,30,72
G375722_1269906,37.572209,126.990567,100,26,99
G375731_1269906,37.573114,126.990567,100,25,87
G375740_1269906,37.574019,126.990567,100,10,46
G375749_1269906,37.574923,126.990567,100,13,54
G375758_1269906,37.575828,126.990567,100,13,39
G375767_1269906,37.576733,126.990567,100,8,40
G375641_1269917,37.564067,126.9917,100,11,21
G375650_1269917,37.564972,126.9917,100,11,31
G375659_1269917,37.565877,126.9917,100,15,57
G375668_1269917,37.566781,126.9917,100,19,40
G375677_1269917,37.567686,126.9917,100,24,34
G375686_1269917,37.568591,126.9917,100,26,43
G375695_1269917,37.569495,126.9917,100,22,88
G375704_1269917,37.5704,126.9917,100,22,106
G375713_1269917,37.571305,126.9917,100,34,100
G375722_1269917,37.572209,126.9917,100,17,75
G375731_1269917,37.573114,126.9917,100,12,47
G375740_1269917,37.574019,126.9917,100,18,78
G375749_1269917,37.574923,126.9917,100,16,45
G375758_1269917,37.575828,126.9917,100,7,21
G375767_1269917,37.576733,126.9917,100,10,34
G375641_1269928,37.564067,126.992833,100,11,44
G375650_1269928,37.564972,126.992833,100,16,50
G375659_1269928,37.565877,126.992833,100,19,49
G375668_1269928,37.566781,126.992833,100,20,31
G375677_1269928,37.567686,126.992833,100,18,40
G375686_1269928,37.568591,126.992833,100,30,80
G375695_1269928,37.569495,126.992833,100,31,87
G375704_1269928,37.5704,126.992833,100,23,100
G375713_1269928,37.571305,126.992833,100,30,93
G375722_1269928,37.572209,126.992833,100,19,35
G375731_1269928,37.573114,126.992833,100,16,62
G375740_1269928,37.574019,126.992833,100,20,63
G375749_1269928,37.574923,126.992833,100,12,55
G375758_1269928,37.575828,126.992833,100,7,37
G375767_1269928,37.576733,126.992833,100,6,22
G375641_1269940,37.564067,126.993967,100,8,17
G375650_1269940,37.564972,126.993967,100,10,53
G375659_1269940,37.565877,126.993967,100,8,34
G375668_1269940,37.566781,126.993967,100,12,60
G375677_1269940,37.567686,126.993967,100,10,45
G375686_1269940,37.568591,126.993967,100,15,70
G375695_1269940,37.569495,126.993967,100,29,60
G375704_1269940,37.5704,126.993967,100,29,104
G375713_1269940,37.571305,126.993967,100,19,85
G375722_1269940,37.572209,126.993967,100,11,62
G375731_1269940,37.573114,126.993967,100,16,53
G375740_1269940,37.574019,126.993967,100,20,69
G375749_1269940,37.574923,126.993967,100,9,25
G375758_1269940,37.575828,126.993967,100,14,25
G375767_1269940,37.576733,126.993967,100,5,35
G375641_1269951,37.564067,126.9951,100,12,39
G375650_1269951,37.564972,126.9951,100,12,35
G375659_1269951,37.565877,126.9951,100,11,55
G375668_1269951,37.566781,126.9951,100,17,28
G375677_1269951,37.567686,126.9951,100,16,28
G375686_1269951,37.568591,126.9951,100,19,78
G375695_1269951,37.569495,126.9951,100,23,89
G375704_1269951,37.5704,126.9951,100,24,86
G375713_1269951,37.571305,126.9951,100,13,55
G375722_1269951,37.572209,126.9951,100,10,29
G375731_1269951,37.573114,126.9951,100,17,59
G375740_1269951,37.574019,126.9951,100,9,26
G375749_1269951,37.574923,126.9951,100,9,25
G375758_1269951,37.575828,126.9951,100,6,38
G375767_1269951,37.576733,126.9951,100,5,21
G375641_1269962,37.564067,126.996233,100,7,23
G375650_1269962,37.564972,126.996233,100,9,18
G375659_1269962,37.565877,126.996233,100,12,41
G375668_1269962,37.566781,126.996233,100,8,56
G375677_1269962,37.567686,126.996233,100,8,40
G375686_1269962,37.568591,126.996233,100,17,39
G375695_1269962,37.569495,126.996233,100,11,34
G375704_1269962,37.5704,126.996233,100,15,65
G375713_1269962,37.571305,126.996233,100,9,38
G375722_1269962,37.572209,126.996233,100,8,65
G375731_1269962,37.573114,126.996233,100,7,52
G375740_1269962,37.574019,126.996233,100,15,49
G375749_1269962,37.574923,126.996233,100,9,30
G375758_1269962,37.575828,126.996233,100,5,15
G375767_1269962,37.576733,126.996233,100,7,14
G375641_1269974,37.564067,126.997367,100,10,19
G375650_1269974,37.564972,126.997367,100,9,25
G375659_1269974,37.565877,126.997367,100,13,33
G375668_1269974,37.566781,126.997367,100,8,31
G375677_1269974,37.567686,126.997367,100,11,28
G375686_1269974,37.568591,126.997367,100,12,38
G375695_1269974,37.569495,126.997367,100,8,23
